,sentences,words,word_meanings,predict_meaning,trues,second_trues
333,实能容之，以能保我子孙黎民，尚亦有利哉！人之有技，媢嫉以恶之；人之彦圣，而违之，俾不通：实不能容，以不能保我子孙黎民，亦曰殆哉！”唯仁人放流【之】，迸诸四夷，不与同中国,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
","指示代词，表近指。可译为""这""，通常作复指性定语。",1,0
334,实能容之，以能保我子孙黎民，尚亦有利哉！人之有技，媢嫉以恶之；人之彦圣，而违之，俾不通：实不能容，以不能保我子孙黎民，亦曰殆哉！”唯仁人放流之，迸【诸】四夷，不与同中国,诸,"1、<形>众；各个
<例句：诸郡县苦秦吏者，皆刑其长吏。>
2、兼词，用于句中，相当于“之于”
<例句：或取诸怀抱，晤言一室之内。>
3、兼词，用于句末，相当于“之乎”
<例句：不识有诸？>
4、<代>相当于“之”
<例句：王如改诸，则心反予。>
",兼词，用于句中，相当于“之于”,1,0
335,见贤而不【能】举，举而不能先，命也；见不善而不能退，退而不能远，过也,能,"1、<名>能力；才能
<例句：上官大夫与之同列，争宠而心害其能。>
2、<形>有能力
<例句：试用于昔日，先帝称之曰能。>
3、<名>有能力的人
<例句：招贤进能，显岩穴之士。>
4、<动>能够；能够达到
<例句：假舟楫也，非能水也，而绝江河。>
5、<动>及；达
<例句：盖余所及，比好游者尚不能十一。>
6、<代>通“恁”
<例句：南村群童欺我老无力，忍能对面为盗贼。>
7、<动>通“耐”
<例句：此物能寒，法当较今尤茂。>
",<动>能够；能够达到,1,0
336,见贤而不能举，举而不【能】先，命也；见不善而不能退，退而不能远，过也,能,"1、<名>能力；才能
<例句：上官大夫与之同列，争宠而心害其能。>
2、<形>有能力
<例句：试用于昔日，先帝称之曰能。>
3、<名>有能力的人
<例句：招贤进能，显岩穴之士。>
4、<动>能够；能够达到
<例句：假舟楫也，非能水也，而绝江河。>
5、<动>及；达
<例句：盖余所及，比好游者尚不能十一。>
6、<代>通“恁”
<例句：南村群童欺我老无力，忍能对面为盗贼。>
7、<动>通“耐”
<例句：此物能寒，法当较今尤茂。>
",<动>能够；能够达到,1,0
337,见贤而不能举，举而不能先，命【也】；见不善而不能退，退而不能远，过也,也,"1、表示判断语气的。
<例句：死生，昼夜事也。>
<例句：吾师肺肝，皆铁石所铸造也。>
2、表示肯定语气的。
<例句：昔人云：""将以有为也。"">
<例句：吾上恐负朝廷，下恐愧吾师也。>
3、就是有否定词的句子，仍然是一种表否定的肯定。
<例句：众曰：""若所为诚快，然使君冤未白，犹无益也。"">
4、表示疑问语气的。
<例句：吾王庶几无疾病与，何以能鼓乐也？>
<例句：公子畏死邪？何泣也？>
5、表示感叹语气的。
<例句：吾王之好田猎，夫何使我至于此极也！>
<例句：君美甚，徐公何能及君也！>
6、用在句中，表示停顿，以舒缓语气。
<例句：当余之从师也，负箧曳屣，行深山巨谷中……>
<例句：师道之不传也久矣。>
",表示感叹语气的。,1,0
338,见贤而不能举，举而不能先，命也；见不【善】而不能退，退而不能远，过也,善,"1、<形>好；善良
<例句：择其善者而从之，其不善者而改之。>
<例句：愿无伐善，无施劳。>
<例句：晋鄙听，大善；不听，可使击之。>
2、<动>喜欢；羡慕
<例句：善万物之得时，感吾生之行休。>
<例句：罗敷善蚕桑，采桑城南隅。>
3、<形>表示赞许
<例句：王曰：‘善。’乃下令。>
4、<名>好的行为；长处
<例句：惟王君之心，岂爱人之善，虽一能为以废，而因为及其迹邪？>
<例句：一善易能也。>
5、<动>亲善；友好
<例句：楚左尹项伯者，项羽季父也，素善留侯张良。>
6、<动>善于；擅长
<例句：君子生非异也，善假于物也。>
<例句：陈康肃公尧咨善射。>
7、<副>好好地
<例句：愿得将军之首以献秦，秦王必喜而善见臣。>
8、<形>熟悉
<例句：我看着面善，心里就算是旧相识。>
9、<动>通“缮”
<例句：善刀而藏之。>
",<形>好；善良[<形>好；善良],0,1
339,见贤而不能举，举而不能先，命也；见不善而不【能】退，退而不能远，过也,能,"1、<名>能力；才能
<例句：上官大夫与之同列，争宠而心害其能。>
2、<形>有能力
<例句：试用于昔日，先帝称之曰能。>
3、<名>有能力的人
<例句：招贤进能，显岩穴之士。>
4、<动>能够；能够达到
<例句：假舟楫也，非能水也，而绝江河。>
5、<动>及；达
<例句：盖余所及，比好游者尚不能十一。>
6、<代>通“恁”
<例句：南村群童欺我老无力，忍能对面为盗贼。>
7、<动>通“耐”
<例句：此物能寒，法当较今尤茂。>
",<动>能够；能够达到,1,0
340,见贤而不能举，举而不能先，命也；见不善而不能退，退而不【能】远，过也,能,"1、<名>能力；才能
<例句：上官大夫与之同列，争宠而心害其能。>
2、<形>有能力
<例句：试用于昔日，先帝称之曰能。>
3、<名>有能力的人
<例句：招贤进能，显岩穴之士。>
4、<动>能够；能够达到
<例句：假舟楫也，非能水也，而绝江河。>
5、<动>及；达
<例句：盖余所及，比好游者尚不能十一。>
6、<代>通“恁”
<例句：南村群童欺我老无力，忍能对面为盗贼。>
7、<动>通“耐”
<例句：此物能寒，法当较今尤茂。>
",<动>能够；能够达到,1,0
341,见贤而不能举，举而不能先，命也；见不善而不能退，退而不能远，过【也】,也,"1、表示判断语气的。
<例句：死生，昼夜事也。>
<例句：吾师肺肝，皆铁石所铸造也。>
2、表示肯定语气的。
<例句：昔人云：""将以有为也。"">
<例句：吾上恐负朝廷，下恐愧吾师也。>
3、就是有否定词的句子，仍然是一种表否定的肯定。
<例句：众曰：""若所为诚快，然使君冤未白，犹无益也。"">
4、表示疑问语气的。
<例句：吾王庶几无疾病与，何以能鼓乐也？>
<例句：公子畏死邪？何泣也？>
5、表示感叹语气的。
<例句：吾王之好田猎，夫何使我至于此极也！>
<例句：君美甚，徐公何能及君也！>
6、用在句中，表示停顿，以舒缓语气。
<例句：当余之从师也，负箧曳屣，行深山巨谷中……>
<例句：师道之不传也久矣。>
",表示感叹语气的。,1,0
342,好人之所恶，恶人之所好，是谓拂人之性，菑【必】逮夫身,必,"1、<形>一定;必然
<例句：人无远虑必有近忧。>
2、<副>一定会
<例句：我见相如必辱之。>
3、<副>果真,如果
<例句：王必无人臣愿奉璧往使。>
4、<动>一完定执行或实行
<例句：罚莫如重而必使民畏之。>
5、<动>坚决做到
<例句：无参验而必之者愚也。>
",<副>一定会[<副>一定会],0,1
343,是故君子有大道，必忠信以得【之】，骄泰以失之,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。[音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。],0,1
344,是故君子有大道，必忠信以得之，骄泰以失【之】,之,"1、指示代词，表近指。可译为""这""，通常作复指性定语。
<例句：均之二策。>
2、之间，可译为""的""，有的可不译。
<例句：若能以吴、越之众与中国抗衡。>
3、和补语之间，可译为""得""。
<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>
4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，""之""用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。
<例句：师道之不传也久矣！欲人之无惑也难矣！>
<例句：悍吏之来吾乡，叫嚣乎东西。>
<例句：孤之有孔明，犹鱼之有水也。>
5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。
<例句：顷之，烟炎张天。>
<例句：毛先生以三寸之舌，强于百万之师。>
<例句：久之，目似瞑，意暇甚>
",音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。,1,0
345,【生】财有大道，生之者众，食之者寡，为之者疾，用之者舒，则财恒足矣,生,"1、<动>草木生长
<例句：树木丛生，百草丰茂。>
2、<动>出生；诞生
<例句：生孩六月，慈父见背。>
3、<动>生育；养育
<例句：子又生孙，孙又生子。>
4、<动>产生；发生
<例句：积水成渊，蛟龙生焉。>
5、<动>生存；活着
<例句：丐超余一年得生还。>
6、<名>生存期间；一坐
<例句：感吾生之行休。>
7、<名>生命
<例句：生，亦我所欲也。>
8、<名>生计；生活
<例句：而乡邻之生日蹙。>
9、<形>没有加工煮烧的；不熟
<例句：则与一生彘户。>
10、<名>读书人
<例句：今诸生学于太学，县官日有廪稍之供。>
11、〈副〉最；甚
<例句：怎不将天地也生埋怨。>
12、〈名〉通“性”天性；禀赋
<例句：君子生非异也，善于物也。>
",<名>读书人[<名>读书人],0,1
346,生财有大道，【生】之者众，食之者寡，为之者疾，用之者舒，则财恒足矣,生,"1、<动>草木生长
<例句：树木丛生，百草丰茂。>
2、<动>出生；诞生
<例句：生孩六月，慈父见背。>
3、<动>生育；养育
<例句：子又生孙，孙又生子。>
4、<动>产生；发生
<例句：积水成渊，蛟龙生焉。>
5、<动>生存；活着
<例句：丐超余一年得生还。>
6、<名>生存期间；一坐
<例句：感吾生之行休。>
7、<名>生命
<例句：生，亦我所欲也。>
8、<名>生计；生活
<例句：而乡邻之生日蹙。>
9、<形>没有加工煮烧的；不熟
<例句：则与一生彘户。>
10、<名>读书人
<例句：今诸生学于太学，县官日有廪稍之供。>
11、〈副〉最；甚
<例句：怎不将天地也生埋怨。>
12、〈名〉通“性”天性；禀赋
<例句：君子生非异也，善于物也。>
",<名>读书人[<名>读书人],0,1
