句子,字,释义,例子,正确选项（填序号）：,,
,,8、<动>强迫,<例句：少年固强之。>,,,
,,9、<副>强行,<例句：秦王度之，终不可强夺。>,,,
,,10、<副>勉强,<例句：非夫人之物而强假焉，必虑人逼取。>,,,
,,11、<副>竭力；尽力,<例句：太后不肯，大臣强谏。>,,,
,,12、<形>固执；强硬不屈,<例句：唯北狄野心，掘强沙塞之间。>,,,
,,13、<形>(弓弩)硬而有力,<例句：强弩之末势不能穿鲁缟。>,,,
,,14、<形>泛指强健有力,<例句：蚓无爪牙之利，筋骨之强。>,,,
,,15、<形>强大；强盛,<例句：外无期功强近之亲，内无应门五尺之僮。>,,,
,,16、<动>加强；增强,<例句：强公室，杜私门。>,,,
,,17、<形>强悍；强横,<例句：周处年少时，凶强侠气，为乡里所患。>,,,
,,18、<动>胜过；比……强,<例句：宣宗收燕、赵，复河、隍，力强于宪、武矣。>,,,
,,19、<形>馀；有馀,<例句：策勋十二转，赏赐百千强。>,,,
,,20、<动>强迫,<例句：少年固强之。>,,,
,,21、<副>强行,<例句：秦王度之，终不可强夺。>,,,
,,22、<副>勉强,<例句：非夫人之物而强假焉，必虑人逼取。>,,,
,,23、<副>竭力；尽力,<例句：太后不肯，大臣强谏。>,,,
,,24、<形>固执；强硬不屈,<例句：唯北狄野心，掘强沙塞之间。>,,,
,,25、<形>(弓弩)硬而有力,<例句：强弩之末势不能穿鲁缟。>,,,
,,26、<形>泛指强健有力,<例句：蚓无爪牙之利，筋骨之强。>,,,
,,27、<形>强大；强盛,<例句：外无期功强近之亲，内无应门五尺之僮。>,,,
,,28、<动>加强；增强,<例句：强公室，杜私门。>,,,
,,29、<形>强悍；强横,<例句：周处年少时，凶强侠气，为乡里所患。>,,,
,,30、<动>胜过；比……强,<例句：宣宗收燕、赵，复河、隍，力强于宪、武矣。>,,,
,,31、<形>馀；有馀,<例句：策勋十二转，赏赐百千强。>,,,
,,32、<动>强迫,<例句：少年固强之。>,,,
,,33、<副>强行,<例句：秦王度之，终不可强夺。>,,,
,,34、<副>勉强,<例句：非夫人之物而强假焉，必虑人逼取。>,,,
,,35、<副>竭力；尽力,<例句：太后不肯，大臣强谏。>,,,
,,36、<形>固执；强硬不屈,<例句：唯北狄野心，掘强沙塞之间。>,,,
或安而行之，或利而行之，或勉强【而】行之，及其成功，一也,而,1、表示并列关系。,<例句：蟹六跪而二螯，非蛇鳝之穴无可寄托者>,6,,
,,,<例句：剑阁峥嵘而崔嵬，一夫当关，万夫莫开>,,,
,,,<例句：北救赵而西却秦，此五霸之伐也>,,,
,,2、表示递进关系。,<例句：君子博学而日参省乎己。>,,,
,,,<例句：楚怀王贪而信张仪，遂绝齐>,,,
,,,<例句：回视日观以西峰，或得日，或否，绛皜驳色，而皆若偻>,,,
,,,<例句：以其求思之深而无不在也>,,,
,,3、表示承接关系。,<例句：故舍汝而旅食京师，以求斗斛之禄>,,,
,,,<例句：置之地，拔剑撞而破之。>,,,
,,,<例句：积善成德，而神明自得，圣心备焉。>,,,
,,,<例句：人非生而知之者，孰能无惑>,,,
,,4、表示转折关系。,<例句：青，取之于蓝，而青于蓝>,,,
,,,<例句：有如此之势，而为秦人积威之所劫>,,,
,,,<例句：信也，吾兄之盛德而夭其嗣乎>,,,
,,5、表示假设关系。,<例句：诸君而有意，瞻予马首可也。>,,,
,,,<例句：死而有知，其几何离>,,,
,,,<例句：锲而不舍，金石可镂。>,,,
,,,<例句：人而无信，不知其可也。>,,,
,,6、表示修饰关系。,<例句：吾尝跂而望矣，不如登高之博见也>,,,
,,,<例句：填然鼓之，兵刃既接，弃甲曳兵而走>,,,
,,,<例句：项王按剑而跽曰："客何为者？">,,,
,,7、表示因果关系。,<例句：余亦悔其随之而不得极夫游之乐也>,,,
,,,<例句：表恶其能而不用也>,,,
,,,<例句：小人不知天命而不畏也。>,,,
,,8、表示目的关系。,<例句：缦立远视，而望幸焉>,,,
,,,<例句：籍吏民，封府库，而待将军>,,,
,,,<例句：吾恂恂而起。>,,,
,,9、代词。第二人称，一般作定语，译为"你的"，偶尔也作主语，译为"你"。,<例句：而翁长铨，迁我京职，则汝朝夕侍母。>,,,
,,10、相当于“以”，表范围。,<例句：形而上者谓之道，形而下者谓之器>,,,
,,11、表反问语气，相当于“岂”。,<例句：为仁由己，而由人乎哉>,,,
,,12、动词。同“如”，好像，如同。,<例句：溺死者千有余人军惊而坏都舍。>,,,
,,13、复音虚词"而已"。放在句末，表示限止的语气助词，相当于"罢了"。,<例句：一人、一桌、一椅、一扇、一抚尺而已。>,,,
,,,<例句：闻道有先后，术业有专攻，如是而已。>,,,
或安而行之，或利而行之，或勉强而【行】之，及其成功，一也,行,1、<动>行走,<例句：三人行，必有我师焉。>,5,,
,,2、<动>出行,<例句：为吾子之将行也。>,,,
,,3、<动>运行,<例句：舟已行矣，而剑不行。>,,,
,,4、<动>传布,<例句：士之处此世，而望名誉之光，道德行，难已。>,,,
,,5、<动>实行；做,<例句：君子寡欲则不役于物，可以直道而行。>,,,
,,6、<名>动作；行动；举动,<例句：大行不顾细谨。>,,,
,,7、<名>品行,<例句：其志洁，其行廉。>,,,
,,8、<副>将；即将,<例句：善万物之得时，感吾生之行休。>,,,
,,9、<量>遍；次,<例句：客至未尝不置酒，或三行五行。>,,,
,,10、<名>道路,<例句：遵彼微行。>,,,
,,11、<名>行列；队伍,<例句：凌余阵兮躐余行。>,,,
,,12、<名>辈；辈分,<例句：汉天子，我丈人行也。>,,,
,,13、<量>指成行的事物,<例句：出门登车去，涕落百余行。>,,,
,,14、<动>行走,<例句：三人行，必有我师焉。>,,,
,,15、<动>出行,<例句：为吾子之将行也。>,,,
,,16、<动>运行,<例句：舟已行矣，而剑不行。>,,,
,,17、<动>传布,<例句：士之处此世，而望名誉之光，道德行，难已。>,,,
,,18、<动>实行；做,<例句：君子寡欲则不役于物，可以直道而行。>,,,
,,19、<名>动作；行动；举动,<例句：大行不顾细谨。>,,,
,,20、<名>品行,<例句：其志洁，其行廉。>,,,
,,21、<副>将；即将,<例句：善万物之得时，感吾生之行休。>,,,
,,22、<量>遍；次,<例句：客至未尝不置酒，或三行五行。>,,,
,,23、<名>道路,<例句：遵彼微行。>,,,
,,24、<名>行列；队伍,<例句：凌余阵兮躐余行。>,,,
,,25、<名>辈；辈分,<例句：汉天子，我丈人行也。>,,,
,,26、<量>指成行的事物,<例句：出门登车去，涕落百余行。>,,,
,,27、<动>行走,<例句：三人行，必有我师焉。>,,,
,,28、<动>出行,<例句：为吾子之将行也。>,,,
,,29、<动>运行,<例句：舟已行矣，而剑不行。>,,,
,,30、<动>传布,<例句：士之处此世，而望名誉之光，道德行，难已。>,,,
,,31、<动>实行；做,<例句：君子寡欲则不役于物，可以直道而行。>,,,
,,32、<名>动作；行动；举动,<例句：大行不顾细谨。>,,,
,,33、<名>品行,<例句：其志洁，其行廉。>,,,
,,34、<副>将；即将,<例句：善万物之得时，感吾生之行休。>,,,
,,35、<量>遍；次,<例句：客至未尝不置酒，或三行五行。>,,,
,,36、<名>道路,<例句：遵彼微行。>,,,
,,37、<名>行列；队伍,<例句：凌余阵兮躐余行。>,,,
,,38、<名>辈；辈分,<例句：汉天子，我丈人行也。>,,,
,,39、<量>指成行的事物,<例句：出门登车去，涕落百余行。>,,,
,,40、<动>行走,<例句：三人行，必有我师焉。>,,,
,,41、<动>出行,<例句：为吾子之将行也。>,,,
,,42、<动>运行,<例句：舟已行矣，而剑不行。>,,,
,,43、<动>传布,<例句：士之处此世，而望名誉之光，道德行，难已。>,,,
,,44、<动>实行；做,<例句：君子寡欲则不役于物，可以直道而行。>,,,
,,45、<名>动作；行动；举动,<例句：大行不顾细谨。>,,,
,,46、<名>品行,<例句：其志洁，其行廉。>,,,
,,47、<副>将；即将,<例句：善万物之得时，感吾生之行休。>,,,
,,48、<量>遍；次,<例句：客至未尝不置酒，或三行五行。>,,,
,,49、<名>道路,<例句：遵彼微行。>,,,
,,50、<名>行列；队伍,<例句：凌余阵兮躐余行。>,,,
,,51、<名>辈；辈分,<例句：汉天子，我丈人行也。>,,,
,,52、<量>指成行的事物,<例句：出门登车去，涕落百余行。>,,,
,,53、<动>行走,<例句：三人行，必有我师焉。>,,,
,,54、<动>出行,<例句：为吾子之将行也。>,,,
,,55、<动>运行,<例句：舟已行矣，而剑不行。>,,,
,,56、<动>传布,<例句：士之处此世，而望名誉之光，道德行，难已。>,,,
,,57、<动>实行；做,<例句：君子寡欲则不役于物，可以直道而行。>,,,
,,58、<名>动作；行动；举动,<例句：大行不顾细谨。>,,,
,,59、<名>品行,<例句：其志洁，其行廉。>,,,
,,60、<副>将；即将,<例句：善万物之得时，感吾生之行休。>,,,
,,61、<量>遍；次,<例句：客至未尝不置酒，或三行五行。>,,,
,,62、<名>道路,<例句：遵彼微行。>,,,
,,63、<名>行列；队伍,<例句：凌余阵兮躐余行。>,,,
,,64、<名>辈；辈分,<例句：汉天子，我丈人行也。>,,,
,,65、<量>指成行的事物,<例句：出门登车去，涕落百余行。>,,,
或安而行之，或利而行之，或勉强而行【之】，及其成功，一也,之,1、指示代词，表近指。可译为"这"，通常作复指性定语。,<例句：均之二策。>,1,,
,,2、之间，可译为"的"，有的可不译。,<例句：若能以吴、越之众与中国抗衡。>,,,
,,3、和补语之间，可译为"得"。,<例句：古人之观于天地、山川、草木、虫鱼、鸟兽，往往有得，以其求思之深而无不在也。>,,,
,,4、 结构助词。当主谓短语在句中作主语、宾语或一个分句时，"之"用在主语和谓语之间，起取消句子独立性的作用，可不译。译时可省去。,<例句：师道之不传也久矣！欲人之无惑也难矣！>,,,
,,,<例句：悍吏之来吾乡，叫嚣乎东西。>,,,
,,,<例句：孤之有孔明，犹鱼之有水也。>,,,
,,5、音节助词，用在形容词、副词或某些动词的末尾，或用在三个字之间，使之凑成四个字，只起调整音节的作用，无义，译时应省去。,<例句：顷之，烟炎张天。>,,,
,,,<例句：毛先生以三寸之舌，强于百万之师。>,,,
,,,<例句：久之，目似瞑，意暇甚>,,,
或安而行之，或利而行之，或勉强而行之，【及】其成功，一也,及,1、<动>赶上；追上,<例句：及诸河，则在舟中矣。>,7,,
,,2、<动>至；到；到达,<例句：农人告余以春及，将有事于西畴。>,,,
,,,<例句：及其衰也，数十伶人困之。>,,,
,,3、<动>遭遇；遇到,<例句：略则行志，假货居贿，宜及于难。>,,,
,,4、<动>推及；涉及,<例句：老吾老，以及人之老。>,,,
,,5、<动>来得及,<例句：方急时，不及召下兵。>,,,
,,6、<动>赶得上；比得上,<例句：君美甚，徐公何能及君也。>,,,
,,7、<介>等到；到了,<例句：及其所之既倦，情随事迁，感慨系之矣。>,,,
,,8、<介>趁着,<例句：彼众我寡，及其未既济也，请击之。>,,,
,,9、<介>跟，与,<例句：屈完及诸侯盟。>,,,
,,10、<连>和，与,<例句：臣之辛苦，非独蜀之人士及二州牧伯所见明知。>,,,
或安而行之，或利而行之，或勉强而行之，及【其】成功，一也,其,2、第三人称代词。一般代人，用在动词或形容词之前，作主谓短语中的小主语。,<例句：秦王恐其破璧（《廉颇蔺相如列传》）"其破璧"作宾语）\n>,2,,
,,3、的"。,<例句：今肃迎操，操当以肃还付乡党，品其名位，犹不失下曹从事。>,,,
,,,<例句：而余亦悔其随之而不得极夫游之乐也。>,,,
,,4、指示代词，表远指。作定语，可译为"那""那个""那些""那里"。,<例句：则或咎其欲出者。>,,,
,,,<例句：今操得荆州，奄有其地。>,,,
,,5、指示代词，表示"其中的"，后面多为数词。,<例句：于乱石间择其一二扣之。>,,,
,,6、指示代词，表示近指，相当于“这”，“这个”，“这些”。,<例句：有蒋氏者，专其利三世矣。>,,,
或安而行之，或利而行之，或勉强而行之，及其成【功】，一也,功,1、<名>事情；工作,<例句：上入执宫功。>,3,,
,,,<例句：三日劝农功。>,,,
,,2、<名>功效；成绩,<例句：驽马十驾，功在不舍。>,,,
,,,<例句：今若断斯织也，则捐失成功。>,,,
,,3、<名>功业；事业,<例句：管仲晏子之功，可复许乎？>,,,
,,,<例句：降龄何促，功败垂成。>,,,
,,4、<名>功劳；功勋,<例句：以相如功大，拜为上卿。>,,,
,,,<例句：位尊而无功，奉厚而无劳。>,,,
,,,<例句：欲诛有功之人，此亡秦之续耳。>,,,
,,5、<名>功用；用处,<例句：譬若以肉投馁虎，何功之有哉？>,,,
,,6、<名>功德；恩德,<例句：今恩足以及禽兽，而功不至于百姓者，独何与？>,,,
,,,<例句：良吏亦多以脱人于死为功，而不求其情。>,,,
,,7、<形>精善,<例句：器械不功。>,,,
,,8、<名>丧服名,<例句：外无期功强近之亲，内载应门五尺之童。>,,,
或安而行之，或利而行之，或勉强而行之，及其成功，【一】也,一,1、<数>,<例句：一屠晚归。>,3,,
,,2、<连>一边；一面,<例句：一觞一咏，亦足以畅叙幽情。>,,,
,,3、<形>同一；一样,<例句：古今一也。>,,,
,,4、<动>看作一样,<例句：固知一死生为虚诞，齐彭殇为妄作。>,,,
,,5、<动>统一,<例句：六王毕，四海一。>,,,
,,6、<动>专一,<例句：用心一也。>,,,
,,7、<副>全；一概,<例句：而或长烟一空，皓月千里。>,,,
,,8、<副>一旦,<例句：公子诚一开口请如姬，如姬必许诺。>,,,
