,words,words_meaning,sentences
6701,给,供应；供给,"['孟尝君使人给其食用，无使乏。', '枉于法，则免于相。虽嗜鱼，彼必不能长给我鱼，我又不能自给鱼。既无受鱼而不免相，虽嗜鱼，我能长自给鱼。', '窃自念过已大矣，行已亏矣，长为农夫以末世矣。是故身率妻子，戮力耕桑，灌园治产，以给公上，不意当复用此为讥议也。夫人情所不能止者，圣人弗禁。', '嘉为先言于秦王曰：燕王诚振怖大王之威，不敢兴兵以拒大王，愿举国为内臣。比诸侯之列，给贡职如郡县，而得奉守先王之宗庙。恐惧不敢自陈，谨斩樊於期头，及献燕之督亢之地图，函封，燕王拜送于庭，使使以闻大王。']"
6702,各,每个；各个,"['今殴民而归之农，皆著于本，使天下各食其力。', '至子之世而父子四人，各取妇即有八人。']"
6703,个,个,"['七八个星天外，两三点雨山前。', '俺看承的一合米，关着八九个人的命。']"
6704,葛,一种蔓生草本杆物，其纤维可以织布,"['葛之覃兮；施于中谷。', '公曰：先生何如。曰：先生居嵩、邙、瀍、谷之间，冬一裘，夏一葛，食朝夕，饭一盂，蔬一盘。人与之钱，则辞。']"
6705,隔,隔开；隔离,"['一人之力能隔君臣之间。', '马色虽不同，人心本无隔。', '不知旌节隔年回。']"
6706,鬲,通“隔”，隔离,"['阴阳否鬲。', '，还阴阳否鬲。，']"
6707,格,推究；研究,"['致知在格物。', '嗟夫，人世之事，非人世所可尽。自非通人，恒以理相格耳。第云理之所必无，安知情之所必有邪。', '嗟夫,人世之事，非人世所可尽。自非通人，恒以玉质相格耳。第云理之所必无，安知情之所必有邪。，', '嗟夫,人世之事，非人世所可尽。自非通人，恒以皆理相格耳。第云理之所必无，安知情之所必有邪。，', '嗟夫,人世之事，非人世所可尽。自非通人，恒以理相格耳。第举云理之所必无，安知情之所必有邪。，', '嗟夫,人世之事，非人世所可尽。自非通人，恒以理相格耳。第云则理之所必无，安知情之所必有邪。，']"
6708,格,树木的长枝条,"['枝格相交。', '，羹格相交。，', '，高步枝格相交。，']"
6709,格,阻止；阻碍,"['形格势禁', '日相与讲击刺坐作之法，暇则斩牲具酒，燕饮其所募士，实未尝能将兵也。李曹公破钱塘，士及麾下遁去不敢少格，搜得，缚至辕门诛之。垂死犹曰：吾善孙吴兵法。', '日相与讲击刺坐作之法,暇则斩牲具酒,燕饮其所募士，实未尝能将兵也。李曹公破钱塘，士及麾下遁去众敢少格，搜得，缚至辕门诛之。垂死犹曰：吾善孙吴兵法。']"
6710,格,格式；标准,"['我劝天公重抖擞，不拘一格降人才。', '，我劝际重抖擞，不拘一格降人才。，', '，我劝天公重抖擞，不拘一格降鹤唳。，', '，我劝不久天公重抖擞，不拘一格降人才。，', '，我劝天公重抖擞，不拘一格降早夜人才。，']"
6711,格,击；打击,['乃解衣就格。']
6712,格,到,"['格于皇天。', '酷吏列传序孔子曰：导之以政，齐之以刑，民免而无耻。导之以德，齐之以礼，有耻且格。老氏称：上德不德，是以有德。', '，格于芋。，', '，格于侧皇天。，', '酷吏列传序孔子曰：导之以政,齐之以刑,民免而无耻。导之以德，齐之以礼，有恶且格。老氏称：上德不德，是以有德。，', '酷吏列传序孔子曰：导之以政,齐之以刑,民免而无耻。导之以德，齐之以礼，有耻且格。孙称：上德不德，是以有德。，', '酷吏列传序孔子曰：导之以政,齐之以刑,民免而无耻。导之以德，齐之以礼，有便耻且格。老氏称：上德不德，是以有德。，', '酷吏列传序孔子曰：导之以政,齐之以刑,民免而无耻。导之以德，齐之以礼，有耻且格。宁溘老氏称：上德不德，是以有德。，']"
6713,格,正；纠正,"['叭大人为能格君心之非。', '，叭大人为能格假期之非。，', '，叭大人为能格君心之曾子。，', '，叭其次大人为能格君心之非。，', '，叭大人为能格庸君心之非。，']"
6714,阁,藏物的小房间,"['项脊轩，旧南阁子也。', '，雅，旧南阁子也。，', '，姑项脊轩，旧南阁子也。，']"
6715,阁,一种小楼,"['始见台阁相向，门户千万。', '五步一楼，十步一阁。', '，始见台阁相向，版千万。，', '，始见台阁相向，不免门户千万。，', '，五步一舅，十步一阁。，', '，五步一楼，十观一阁。，', '，五步一所以楼，十步一阁。，', '，五步一楼，十常步一阁。，']"
6716,阁,收藏书籍或供佛的寺方,"['时雄校书天禄阁上。', '，舜校书天禄阁上。，', '，时雄酒天禄阁上。，', '，今时雄校书天禄阁上。，', '，时雄互校书天禄阁上。，']"
6717,阁,官署,"['汝是大家子，仕宦于台阁。', '，汝是大光景，仕宦于台阁。，', '，汝是大家子，王室于台阁。，', '，汝是大蚤家子，仕宦于台阁。，', '，汝是大家子，顿足仕宦于台阁。，']"
6718,阁,内室，旧时常指女子的卧房,"['开我东阁门，坐我西阁床。', '，开我东阁门，坐我徽床。，', '，开我东阁门，坐我西阁咏。，', '，开我东阁门，坐我平西阁床。，', '，开我东阁门，坐我西阁皆床。，']"
6719,阁,用木材架于空中的道路,['故（田单）为栈道木阁经迎王与后于城阳山中，王乃得反。']
6720,阁,同“搁”,"['阁笔相视。', '我见他阁泪汪汪不敢垂。', '，阁酷吏相视。，', '，阁佯笔相视。，', '，我见他阁春不敢垂。，', '，我见他阁好泪汪汪不敢垂。，']"
6721,阁,楼与楼之间的空中通道,"['春成丽白日，阿阁跨层楼。', '，春成丽世俗，阿阁跨层楼。，', '，春成丽白日，用力阁跨层楼。，', '，春成丽白日，阿阁跨层驼。，', '，春成丽干白日，阿阁跨层楼。，', '，春成丽白日，固有阿阁跨层楼。，', '，春成丽白日，阿阁跨层不楼。，']"
6722,革,变革；改革,"['是当前之所见，经廿年卅年而革焉可也，更二万年三万年而革亦可也。', '，是当前之所见，经万世卅年而革焉可也，更二万年三万年而革亦可也。，']"
6723,革,革除；除掉,"['且燕赵处秦革灭殆尽之际。', '元，起易箦。曾元曰：夫子之病革矣，不可以变。幸而至于旦，请敬易之。', '洎牧以谗诛，邯郸为郡，惜其用武而不终也。且燕赵处秦革灭殆尽之际，可谓智力孤危，战败而亡，诚不得已。向使三国各爱其地，齐人勿附于秦，刺客不行，良将犹在，则胜负之数，存亡之理，当与秦相较，或未易量。', '，且燕赵处谢庄革灭殆尽之际。，', '，元，起易箦。曾元曰：近夫子之病革矣，不可以变。幸而至于旦，请敬易之。', '，元，起易箦。曾元曰：夫子之病革矣，远可以变。幸而至于旦，请敬易之。', '，且燕赵木处秦革灭殆尽之际。，', '，元，起易箦。曾元曰：立志之病革矣，不可以变。幸而至于旦，请敬易之。']"
6724,革,皮革制成的鼓类乐器，八音之一,"['金石丝匏土革木八者，物之盖鸣者也。', '乐也者，郁于中而泄于外者也，择其善鸣者而假之鸣。金、石、丝、竹、匏、土、革、木八者，物之善鸣者也。维天之于时也亦然，择其善鸣者而假之鸣。', '，春秋丝匏土革木八者，物之盖鸣者也。，', '，金石耻匏土革木八者，物之盖鸣者也。，', '，金石丝匏谐革木八者，物之盖鸣者也。，', '，金石丝匏土革老父八者，物之盖鸣者也。，', '，金石丝匏土革木八者，庶几物之盖鸣者也。，', '乐也者，郁于中而泄于外者也，择其善鸣者而假之鸣。金、石、丝、竹、匏、居、革、木八者，物之善鸣者也。维天之于时也亦然，择其善鸣者而假之鸣。']"
6725,革,皮革制成的甲胄,"['兵革非不坚利也。', '夫环而攻之，必有得天时者矣，然而不胜者，是天时不如地利也。城非不高也，池非不深也，兵革非不坚利也，米粟非不多也，委而去之，是地利不如人和也。故曰，域民不以封疆之界，固国不以山溪之险，威天下不以兵革之利。', '仰首细审，见口中含肉，钩刺狼腭，如鱼吞饵。时狼革价昂，直十余金，屠小裕焉。。', '，兵革非不坚仅利也。，', '仰首细审,见口中含肉，钩刺狼腭，如鱼吞饵。时越狼革价昂，直十余金，屠小裕焉。。', '夫环而攻之,必有得天时者矣,然而不胜者,是天时不如地利也。城非不高也，池非不深也，仕革非不坚利也，米粟非不多也，委而去之,是地利不如人和也。故曰,域民不以封疆之界,固国不以山溪之险,威天下不以兵革之利。', '仰首细审,见口中含肉，钩刺狼腭，如鱼吞饵。时狼革价昂，嗣十余金，屠小裕焉。。', '仰首细审,见口中含肉，钩刺狼腭，如鱼吞窗扉。时狼革价昂，直十余金，屠小裕焉。。']"
6726,歌,歌曲；合乐能唱的诗,"['倚歌而和之。', '渔歌互答，此乐何极！', '，渔歌灵答，此乐何极！，']"
6727,歌,唱；唱歌,"['歌数阕，美人和之。', '负者歌于途，行者休于树。', '美哉，奂焉。歌于斯，哭于斯，聚国族于斯。文子曰：武也，得歌于斯，哭于斯，聚国族于斯，是全要领以从先大夫于九京也北面再拜稽首。', '愿大王宽其罪，使得毕其辞。客有歌于郢中者，其始曰《下里》、《巴人》，国中属而和者数千人。其为《阳阿》、《薤露》，国中属而和者数百人。']"
6728,割,分割；划分,"['造化钟神秀，阴阳割昏晓。', '，造化渊神秀，阴阳割昏晓。，', '，造化钟疆秀，阴阳割昏晓。，', '，造化钟神秀，阴阳割晨昏晓。，', '，造化精钟神秀，阴阳割昏晓。，', '，造化钟愈神秀，阴阳割昏晓。，', '，造化钟神秀，木阴阳割昏晓。，', '，造化钟神秀，阴阳割几昏晓。，']"
6729,割,用刀截断,"['良庖岁更刀，割也。', '技经肯綮之未尝，而况大軱乎。良庖岁更刀，割也。族庖月更刀，折也。', '，良庖春酒更刀，割也。，', '，良庖岁更笼，割也。，', '，良庖然后岁更刀，割也。，', '，良庖岁更昔刀，割也。，', '技经肯綮之未尝，而况大軱乎。良庖岁更刀，割也。韶庖月更刀，折也。，']"
6730,割,断绝,"['割嗜欲所以固血气。', '，割化欲所以固血气。，', '，割嗜清白所以固血气。，', '，割嗜欲祗固血气。，', '，割嗜欲所以固冰。，', '，割着嗜欲所以固血气。，', '，割嗜欲所以固迟早血气。，']"
6731,割,杀；宰杀,"['割鸡焉用牛刀？', '，割饩焉用牛刀？，', '，割鸡轻重用牛刀？，', '，割鸡焉用旁？，', '，割而已鸡焉用牛刀？，', '，割鸡焉用均牛刀？，']"
6732,割,割取；割让,"['东割膏腴之地，北收要害之郡。', '今日割五城，明日割十城，然后得一夕安寝。', '，小船割膏腴之地，北收要害之郡。，', '，东割膏腴之大国，北收要害之郡。，', '，东割膏腴之地，圣训收要害之郡。，', '，皆有东割膏腴之地，北收要害之郡。，', '，东割膏腴之竟地，北收要害之郡。，', '，东割膏腴之地，然则北收要害之郡。，', '，如今日割五城，明日割十城，然后得一夕安寝。', '，今日割五城，姑明日割十城，然后得一夕安寝。']"
6733,戈,古代的一种兵器,"['想当年，金戈铁马，气吐万里如虎。', '邦分崩离析而不能守也。而谋动干戈于邦内。吾恐季孙之忧，不在颛臾，而在萧墙之内也。', '能布其德，而兆其谋，以收夏众，抚其官职。使女艾谍浇，使季杼诱豷，遂灭过、戈，复禹之绩。祀夏配天，不失旧物。']"
6734,诰,告诉,"['伊尹申诰于王。', '，伊强申诰于王。，', '，伊不啻尹申诰于王。，']"
6735,诰,皇帝给臣子的命令,"['潜草诏诰，无人知者。', '，后房草诏诰，无人知者。，', '，潜诗文诏诰，无人知者。，', '，譬如潜草诏诰，无人知者。，', '，潜悄草诏诰，无人知者。，', '，潜草唯诏诰，无人知者。，']"
6736,诰,告诫；劝勉,"['近臣谏，远臣谤，舆人诵，以自诰也。', '成王归自奄，在宗周，诰庶邦。', '近臣谏,远臣谤，冰花诵，以自诰也。，', '近臣谏,远臣谤，无疑舆人诵，以自诰也。，', '成王归自奄，在南顿，诰庶邦。，']"
6737,告,称：说,"['至于农夫小民，终岁勤苦而未尝告病。', '，至于农夫小民，终岁勤苦而隐告病。，']"
6738,告,古代官吏休假,"['上常赐告者数。', '，上常赐告极者数。，']"
6739,告,告发；控告,"['点纸连名，我可便直告到中书省。', '，点纸连名，我可便一己告到中书省。，', '，点纸连名，我可便直告到门户。，', '，点纸连名，我可便直告到久中书省。，']"
